keys,values,DrugID,DiseaseID
DB00050|MESH:D051436,0.187,DB00050,MESH:D051436
DB00050|MESH:D005891,0.187,DB00050,MESH:D005891
DB00050|MESH:D006311,0.187,DB00050,MESH:D006311
DB00050|MESH:D006977,0.187,DB00050,MESH:D006977
DB00050|MESH:D009140,0.187,DB00050,MESH:D009140
DB00050|MESH:D008107,0.492,DB00050,MESH:D008107
DB00050|MESH:D019214,0.187,DB00050,MESH:D019214
DB00050|MESH:D011023,0.305,DB00050,MESH:D011023
DB00050|MESH:D009503,0.187,DB00050,MESH:D009503
DB00050|MESH:D006628,0.187,DB00050,MESH:D006628
DB00050|MESH:D011471,1.232,DB00050,MESH:D011471
DB00050|MESH:D010148,0.187,DB00050,MESH:D010148
DB00050|MESH:D005483,0.187,DB00050,MESH:D005483
DB00050|MESH:D010292,0.187,DB00050,MESH:D010292
DB00050|MESH:D006457,0.187,DB00050,MESH:D006457
DB00050|MESH:D011697,0.187,DB00050,MESH:D011697
DB00050|MESH:D003865,0.644,DB00050,MESH:D003865
DB00050|MESH:D056987,0.46,DB00050,MESH:D056987
DB00050|MESH:D015866,0.187,DB00050,MESH:D015866
DB00050|MESH:D012769,0.187,DB00050,MESH:D012769
DB00050|MESH:D013927,0.847,DB00050,MESH:D013927
DB00050|MESH:D002561,0.187,DB00050,MESH:D002561
DB00050|MESH:D008796,0.644,DB00050,MESH:D008796
DB00050|MESH:D009220,0.644,DB00050,MESH:D009220
DB00050|MESH:D048909,0.66,DB00050,MESH:D048909
DB00050|MESH:D006526,0.187,DB00050,MESH:D006526
DB00050|MESH:D006073,0.187,DB00050,MESH:D006073
DB00050|MESH:D002114,0.187,DB00050,MESH:D002114
DB00050|MESH:D018149,0.187,DB00050,MESH:D018149
DB00050|MESH:D013262,0.492,DB00050,MESH:D013262
DB00050|MESH:D015427,0.187,DB00050,MESH:D015427
DB00050|MESH:D006505,0.588,DB00050,MESH:D006505
DB00050|MESH:D010899,0.644,DB00050,MESH:D010899
DB00050|MESH:D005334,0.187,DB00050,MESH:D005334
DB00050|MESH:D054038,0.187,DB00050,MESH:D054038
DB00050|MESH:D009135,1.574,DB00050,MESH:D009135
DB00050|MESH:D020767,0.528,DB00050,MESH:D020767
DB00050|MESH:D006949,0.187,DB00050,MESH:D006949
DB00050|MESH:D012516,0.187,DB00050,MESH:D012516
DB00050|MESH:D010523,0.187,DB00050,MESH:D010523
DB00050|MESH:D009468,0.187,DB00050,MESH:D009468
DB00050|MESH:D010392,0.187,DB00050,MESH:D010392
DB00050|MESH:D013610,0.716,DB00050,MESH:D013610
DB00050|OMIM:146850,0.187,DB00050,OMIM:146850
DB00050|MESH:D003328,0.66,DB00050,MESH:D003328
DB00050|MESH:D007022,0.46,DB00050,MESH:D007022
DB00050|MESH:D006965,0.187,DB00050,MESH:D006965
DB00050|MESH:D003128,0.716,DB00050,MESH:D003128
DB00050|MESH:D014202,0.187,DB00050,MESH:D014202
DB00050|MESH:D011230,0.187,DB00050,MESH:D011230
DB00050|MESH:D002471,0.187,DB00050,MESH:D002471
DB00050|MESH:D006463,0.187,DB00050,MESH:D006463
DB00050|MESH:D050500,0.187,DB00050,MESH:D050500
DB00050|MESH:D033461,0.187,DB00050,MESH:D033461
DB00050|MESH:D013086,0.187,DB00050,MESH:D013086
DB00050|MESH:D020790,0.528,DB00050,MESH:D020790
DB00050|MESH:D003693,0.187,DB00050,MESH:D003693
DB00050|MESH:D011507,0.187,DB00050,MESH:D011507
DB00050|MESH:D013226,0.187,DB00050,MESH:D013226
DB00050|MESH:D018366,0.644,DB00050,MESH:D018366
DB00050|MESH:D009404,0.187,DB00050,MESH:D009404
DB00050|MESH:D010195,0.187,DB00050,MESH:D010195
DB00050|MESH:D009437,0.187,DB00050,MESH:D009437
DB00050|MESH:D057772,0.187,DB00050,MESH:D057772
DB00050|MESH:D005158,0.187,DB00050,MESH:D005158
DB00050|MESH:D007674,0.492,DB00050,MESH:D007674
DB00050|MESH:D006474,0.528,DB00050,MESH:D006474
DB00050|MESH:D012008,0.187,DB00050,MESH:D012008
DB00050|MESH:D016920,0.305,DB00050,MESH:D016920
DB00050|MESH:D007172,0.644,DB00050,MESH:D007172
DB00050|MESH:D012772,0.305,DB00050,MESH:D012772
DB00050|MESH:D005923,0.187,DB00050,MESH:D005923
DB00050|MESH:D009069,0.187,DB00050,MESH:D009069
DB00050|MESH:D001928,0.187,DB00050,MESH:D001928
DB00050|MESH:D005355,0.187,DB00050,MESH:D005355
DB00050|MESH:D013923,0.187,DB00050,MESH:D013923
DB00050|MESH:D019575,0.187,DB00050,MESH:D019575
DB00050|MESH:D006086,0.187,DB00050,MESH:D006086
DB00050|MESH:D001919,0.46,DB00050,MESH:D001919
DB00050|MESH:D017114,0.187,DB00050,MESH:D017114
DB00050|MESH:D003093,0.187,DB00050,MESH:D003093
DB00050|MESH:D004195,0.644,DB00050,MESH:D004195
DB00050|MESH:D007968,0.187,DB00050,MESH:D007968
DB00050|MESH:D007511,0.66,DB00050,MESH:D007511
DB00050|MESH:D003550,0.528,DB00050,MESH:D003550
DB00050|MESH:D009422,0.187,DB00050,MESH:D009422
DB00050|MESH:D005221,0.187,DB00050,MESH:D005221
DB00050|MESH:D004775,0.528,DB00050,MESH:D004775
DB00050|MESH:D006973,1.154,DB00050,MESH:D006973
DB00050|MESH:D020258,0.187,DB00050,MESH:D020258
DB00050|MESH:D012206,0.492,DB00050,MESH:D012206
DB00050|MESH:D008595,0.528,DB00050,MESH:D008595
DB00050|MESH:D006504,0.187,DB00050,MESH:D006504
DB00050|MESH:D012640,0.716,DB00050,MESH:D012640
DB00050|MESH:D014652,0.187,DB00050,MESH:D014652
DB00050|MESH:D019586,0.644,DB00050,MESH:D019586
DB00050|MESH:D019584,1.232,DB00050,MESH:D019584
DB00050|MESH:D015431,0.187,DB00050,MESH:D015431
DB00050|MESH:D006417,0.647,DB00050,MESH:D006417
DB00050|MESH:D009336,1.085,DB00050,MESH:D009336
DB00050|MESH:D002375,0.831,DB00050,MESH:D002375
DB00050|MESH:D015228,0.187,DB00050,MESH:D015228
DB00050|MESH:D017379,0.187,DB00050,MESH:D017379
DB00050|MESH:D050171,0.187,DB00050,MESH:D050171
DB00050|MESH:D011704,0.305,DB00050,MESH:D011704
DB00050|MESH:D009402,0.187,DB00050,MESH:D009402
DB00050|MESH:D003638,0.364,DB00050,MESH:D003638
DB00050|MESH:D007683,0.647,DB00050,MESH:D007683
DB00050|MESH:D009395,0.187,DB00050,MESH:D009395
DB00050|MESH:D007638,0.187,DB00050,MESH:D007638
DB00050|MESH:D005076,0.187,DB00050,MESH:D005076
DB00050|MESH:D058186,0.492,DB00050,MESH:D058186
DB00050|MESH:D020141,0.187,DB00050,MESH:D020141
DB00050|MESH:D001927,0.187,DB00050,MESH:D001927
DB00050|MESH:D010378,0.644,DB00050,MESH:D010378
DB00050|MESH:D014869,0.528,DB00050,MESH:D014869
DB00050|MESH:D002779,0.187,DB00050,MESH:D002779
DB00050|MESH:D002769,0.187,DB00050,MESH:D002769
DB00050|MESH:D006501,0.588,DB00050,MESH:D006501
DB00050|MESH:D020212,0.66,DB00050,MESH:D020212
DB00050|MESH:D019694,0.187,DB00050,MESH:D019694
DB00050|MESH:D009765,0.187,DB00050,MESH:D009765
DB00050|MESH:D006937,0.187,DB00050,MESH:D006937
DB00050|MESH:D020343,0.528,DB00050,MESH:D020343
DB00050|MESH:D012170,0.831,DB00050,MESH:D012170
DB00050|MESH:D002294,0.187,DB00050,MESH:D002294
DB00050|MESH:D001930,0.187,DB00050,MESH:D001930
DB00050|MESH:D054218,0.187,DB00050,MESH:D054218
DB00050|MESH:D013921,1.376,DB00050,MESH:D013921
DB00050|MESH:D007239,0.187,DB00050,MESH:D007239
DB00050|MESH:D003920,0.187,DB00050,MESH:D003920
DB00050|MESH:D053206,0.528,DB00050,MESH:D053206
DB00050|MESH:D011297,0.187,DB00050,MESH:D011297
DB00050|MESH:D003354,0.305,DB00050,MESH:D003354
DB00050|MESH:D051437,0.187,DB00050,MESH:D051437
DB00050|MESH:D020521,1.833,DB00050,MESH:D020521
DB00050|MESH:D016769,0.66,DB00050,MESH:D016769
DB00050|MESH:D005128,0.187,DB00050,MESH:D005128
DB00050|MESH:D004832,0.644,DB00050,MESH:D004832
DB00050|MESH:D006470,1.307,DB00050,MESH:D006470
DB00050|MESH:D056486,0.492,DB00050,MESH:D056486
DB00050|MESH:D003866,0.187,DB00050,MESH:D003866
DB00050|MESH:D005234,0.831,DB00050,MESH:D005234
DB00050|MESH:D011041,0.187,DB00050,MESH:D011041
DB00050|MESH:D006319,0.187,DB00050,MESH:D006319
DB00050|MESH:D002494,0.187,DB00050,MESH:D002494
DB00050|MESH:D018487,0.187,DB00050,MESH:D018487
DB00050|MESH:D053158,0.528,DB00050,MESH:D053158
DB00050|MESH:D013281,0.187,DB00050,MESH:D013281
DB00050|MESH:D054198,0.187,DB00050,MESH:D054198
DB00050|MESH:D016553,0.187,DB00050,MESH:D016553
DB00050|MESH:D004715,1.232,DB00050,MESH:D004715
DB00050|MESH:D056784,0.187,DB00050,MESH:D056784
DB00050|MESH:D013375,0.187,DB00050,MESH:D013375
DB00050|MESH:D003221,0.187,DB00050,MESH:D003221
DB00050|MESH:D020230,0.187,DB00050,MESH:D020230
DB00050|MESH:D009202,0.187,DB00050,MESH:D009202
DB00050|MESH:D053099,0.187,DB00050,MESH:D053099
DB00050|MESH:D009397,0.187,DB00050,MESH:D009397
DB00050|MESH:D064420,0.187,DB00050,MESH:D064420
DB00050|MESH:D008664,0.187,DB00050,MESH:D008664
DB00050|MESH:D018879,0.46,DB00050,MESH:D018879
DB00050|MESH:D012735,1.232,DB00050,MESH:D012735
DB00050|MESH:D007154,0.187,DB00050,MESH:D007154
DB00050|MESH:D011565,0.187,DB00050,MESH:D011565
DB00050|MESH:D018771,0.831,DB00050,MESH:D018771
DB00050|MESH:D005767,0.187,DB00050,MESH:D005767
DB00050|MESH:D014890,0.187,DB00050,MESH:D014890
DB00050|MESH:D004697,0.305,DB00050,MESH:D004697
DB00050|MESH:D052016,0.187,DB00050,MESH:D052016
DB00050|MESH:D007010,0.528,DB00050,MESH:D007010
DB00050|MESH:D007673,0.46,DB00050,MESH:D007673
DB00050|MESH:D018500,0.528,DB00050,MESH:D018500
DB00050|MESH:D006331,0.187,DB00050,MESH:D006331
DB00050|MESH:D057049,0.187,DB00050,MESH:D057049
DB00050|MESH:D007319,0.644,DB00050,MESH:D007319
DB00050|MESH:D009410,0.187,DB00050,MESH:D009410
DB00050|MESH:D016908,0.305,DB00050,MESH:D016908
DB00050|MESH:D011183,0.187,DB00050,MESH:D011183
DB00050|MESH:D054058,0.66,DB00050,MESH:D054058
DB00050|MESH:D011655,0.716,DB00050,MESH:D011655
DB00050|MESH:D003967,0.187,DB00050,MESH:D003967
DB00050|MESH:D006947,0.187,DB00050,MESH:D006947
DB00050|MESH:D053159,0.187,DB00050,MESH:D053159
DB00050|MESH:D005885,0.187,DB00050,MESH:D005885
DB00050|MESH:D011629,0.644,DB00050,MESH:D011629
DB00050|MESH:D020275,0.187,DB00050,MESH:D020275
DB00050|MESH:D007249,1.492,DB00050,MESH:D007249
DB00050|MESH:D003556,0.187,DB00050,MESH:D003556
DB00050|MESH:D001943,0.775,DB00050,MESH:D001943
DB00050|MESH:D009325,0.187,DB00050,MESH:D009325
DB00050|MESH:D012594,0.187,DB00050,MESH:D012594
DB00050|MESH:D004409,0.187,DB00050,MESH:D004409
DB00050|MESH:D006408,0.528,DB00050,MESH:D006408
DB00050|MESH:D018908,0.492,DB00050,MESH:D018908
DB00050|MESH:D006932,0.187,DB00050,MESH:D006932
DB00050|MESH:D017202,1.12,DB00050,MESH:D017202
DB00050|MESH:D010243,0.187,DB00050,MESH:D010243
DB00050|MESH:D009203,0.644,DB00050,MESH:D009203
DB00050|MESH:D006970,0.187,DB00050,MESH:D006970
DB00050|MESH:D006212,0.187,DB00050,MESH:D006212
DB00050|MESH:D006402,0.187,DB00050,MESH:D006402
DB00050|MESH:D010900,0.644,DB00050,MESH:D010900
DB00050|MESH:D020434,0.187,DB00050,MESH:D020434
DB00050|MESH:D013203,0.305,DB00050,MESH:D013203
DB00050|MESH:D006966,0.187,DB00050,MESH:D006966
DB00050|MESH:D020246,1.36,DB00050,MESH:D020246
DB00050|MESH:D009214,0.644,DB00050,MESH:D009214
DB00050|MESH:D011141,0.528,DB00050,MESH:D011141
DB00050|MESH:D011657,0.305,DB00050,MESH:D011657
DB00050|MESH:D016470,0.305,DB00050,MESH:D016470
DB00050|MESH:D002543,0.831,DB00050,MESH:D002543
DB00050|MESH:D003919,0.528,DB00050,MESH:D003919
DB00050|MESH:D010146,0.187,DB00050,MESH:D010146
DB00050|MESH:D007889,1.232,DB00050,MESH:D007889
DB00050|MESH:D009361,0.644,DB00050,MESH:D009361
DB00050|MESH:D014605,0.187,DB00050,MESH:D014605
DB00050|MESH:D014985,0.187,DB00050,MESH:D014985
DB00050|MESH:D009157,0.187,DB00050,MESH:D009157
DB00050|MESH:D014594,0.644,DB00050,MESH:D014594
DB00050|MESH:D010019,0.305,DB00050,MESH:D010019
DB00050|MESH:D014456,0.187,DB00050,MESH:D014456
DB00050|MESH:D002544,0.528,DB00050,MESH:D002544
DB00050|MESH:D010291,0.187,DB00050,MESH:D010291
DB00050|MESH:D003072,1.419,DB00050,MESH:D003072
DB00050|MESH:D010051,0.187,DB00050,MESH:D010051
DB00050|MESH:D005886,0.187,DB00050,MESH:D005886
DB00050|MESH:D002780,0.187,DB00050,MESH:D002780
DB00050|MESH:D006983,0.187,DB00050,MESH:D006983
DB00050|MESH:D007410,0.187,DB00050,MESH:D007410
DB00050|MESH:D007680,0.187,DB00050,MESH:D007680
DB00050|MESH:D008569,1.232,DB00050,MESH:D008569
DB00050|MESH:D015275,0.588,DB00050,MESH:D015275
DB00050|MESH:D011529,0.187,DB00050,MESH:D011529
DB00050|MESH:D014839,0.716,DB00050,MESH:D014839
DB00050|MESH:D014717,0.364,DB00050,MESH:D014717
DB00050|MESH:D006261,0.831,DB00050,MESH:D006261
DB00050|MESH:D009102,0.187,DB00050,MESH:D009102
DB00050|MESH:D004751,0.187,DB00050,MESH:D004751
DB00006|MESH:D051436,0.21,DB00006,MESH:D051436
DB00006|MESH:D005891,0.21,DB00006,MESH:D005891
DB00006|MESH:D006311,0.21,DB00006,MESH:D006311
DB00006|MESH:D006977,0.21,DB00006,MESH:D006977
DB00006|MESH:D009140,0.21,DB00006,MESH:D009140
DB00006|MESH:D008107,0.58,DB00006,MESH:D008107
DB00006|MESH:D019214,0.21,DB00006,MESH:D019214
DB00006|MESH:D011023,0.369,DB00006,MESH:D011023
DB00006|MESH:D009503,0.21,DB00006,MESH:D009503
DB00006|MESH:D006628,0.21,DB00006,MESH:D006628
DB00006|MESH:D011471,1.196,DB00006,MESH:D011471
DB00006|MESH:D010148,0.21,DB00006,MESH:D010148
DB00006|MESH:D005483,0.21,DB00006,MESH:D005483
DB00006|MESH:D010292,0.21,DB00006,MESH:D010292
DB00006|MESH:D006457,0.21,DB00006,MESH:D006457
DB00006|MESH:D011697,0.21,DB00006,MESH:D011697
DB00006|MESH:D003865,0.654,DB00006,MESH:D003865
DB00006|MESH:D056987,0.5,DB00006,MESH:D056987
DB00006|MESH:D015866,0.21,DB00006,MESH:D015866
DB00006|MESH:D012769,0.21,DB00006,MESH:D012769
DB00006|MESH:D002561,0.21,DB00006,MESH:D002561
DB00006|MESH:D008796,0.654,DB00006,MESH:D008796
DB00006|MESH:D009220,0.654,DB00006,MESH:D009220
DB00006|MESH:D006526,0.21,DB00006,MESH:D006526
DB00006|MESH:D006073,0.21,DB00006,MESH:D006073
DB00006|MESH:D002114,0.21,DB00006,MESH:D002114
DB00006|MESH:D018149,0.21,DB00006,MESH:D018149
DB00006|MESH:D013262,0.58,DB00006,MESH:D013262
DB00006|MESH:D015427,0.21,DB00006,MESH:D015427
DB00006|MESH:D006505,0.542,DB00006,MESH:D006505
DB00006|MESH:D010899,0.654,DB00006,MESH:D010899
DB00006|MESH:D005334,0.21,DB00006,MESH:D005334
DB00006|MESH:D054038,0.21,DB00006,MESH:D054038
DB00006|MESH:D009135,1.714,DB00006,MESH:D009135
DB00006|MESH:D020767,0.579,DB00006,MESH:D020767
DB00006|MESH:D006949,0.21,DB00006,MESH:D006949
DB00006|MESH:D012516,0.21,DB00006,MESH:D012516
DB00006|MESH:D010523,0.21,DB00006,MESH:D010523
DB00006|MESH:D009468,0.21,DB00006,MESH:D009468
DB00006|MESH:D010392,0.21,DB00006,MESH:D010392
DB00006|MESH:D013610,0.79,DB00006,MESH:D013610
DB00006|OMIM:146850,0.21,DB00006,OMIM:146850
DB00006|MESH:D007022,0.5,DB00006,MESH:D007022
DB00006|MESH:D006965,0.21,DB00006,MESH:D006965
DB00006|MESH:D003128,0.79,DB00006,MESH:D003128
DB00006|MESH:D014202,0.21,DB00006,MESH:D014202
DB00006|MESH:D011230,0.21,DB00006,MESH:D011230
DB00006|MESH:D002471,0.21,DB00006,MESH:D002471
DB00006|MESH:D006463,0.21,DB00006,MESH:D006463
DB00006|MESH:D050500,0.21,DB00006,MESH:D050500
DB00006|MESH:D033461,0.21,DB00006,MESH:D033461
DB00006|MESH:D013086,0.21,DB00006,MESH:D013086
DB00006|MESH:D020790,0.579,DB00006,MESH:D020790
DB00006|MESH:D003693,0.21,DB00006,MESH:D003693
DB00006|MESH:D011507,0.21,DB00006,MESH:D011507
DB00006|MESH:D013226,0.21,DB00006,MESH:D013226
DB00006|MESH:D018366,0.654,DB00006,MESH:D018366
DB00006|MESH:D009404,0.21,DB00006,MESH:D009404
DB00006|MESH:D010195,0.21,DB00006,MESH:D010195
DB00006|MESH:D009437,0.21,DB00006,MESH:D009437
DB00006|MESH:D057772,0.21,DB00006,MESH:D057772
DB00006|MESH:D005158,0.21,DB00006,MESH:D005158
DB00006|MESH:D007674,0.58,DB00006,MESH:D007674
DB00006|MESH:D006474,0.579,DB00006,MESH:D006474
DB00006|MESH:D012008,0.21,DB00006,MESH:D012008
DB00006|MESH:D016920,0.369,DB00006,MESH:D016920
DB00006|MESH:D007172,0.654,DB00006,MESH:D007172
DB00006|MESH:D012772,0.369,DB00006,MESH:D012772
DB00006|MESH:D005923,0.21,DB00006,MESH:D005923
DB00006|MESH:D009069,0.21,DB00006,MESH:D009069
DB00006|MESH:D001928,0.21,DB00006,MESH:D001928
DB00006|MESH:D005355,0.21,DB00006,MESH:D005355
DB00006|MESH:D013923,0.21,DB00006,MESH:D013923
DB00006|MESH:D019575,0.21,DB00006,MESH:D019575
DB00006|MESH:D006086,0.21,DB00006,MESH:D006086
DB00006|MESH:D001919,0.5,DB00006,MESH:D001919
DB00006|MESH:D017114,0.21,DB00006,MESH:D017114
DB00006|MESH:D003093,0.21,DB00006,MESH:D003093
DB00006|MESH:D004195,0.654,DB00006,MESH:D004195
DB00006|MESH:D007968,0.21,DB00006,MESH:D007968
DB00006|MESH:D003550,0.579,DB00006,MESH:D003550
DB00006|MESH:D009422,0.21,DB00006,MESH:D009422
DB00006|MESH:D005221,0.21,DB00006,MESH:D005221
DB00006|MESH:D004775,0.579,DB00006,MESH:D004775
DB00006|MESH:D006973,1.271,DB00006,MESH:D006973
DB00006|MESH:D020258,0.21,DB00006,MESH:D020258
DB00006|MESH:D012206,0.58,DB00006,MESH:D012206
DB00006|MESH:D008595,0.579,DB00006,MESH:D008595
DB00006|MESH:D006504,0.21,DB00006,MESH:D006504
DB00006|MESH:D012640,0.79,DB00006,MESH:D012640
DB00006|MESH:D014652,0.21,DB00006,MESH:D014652
DB00006|MESH:D019586,0.654,DB00006,MESH:D019586
DB00006|MESH:D019584,1.196,DB00006,MESH:D019584
DB00006|MESH:D015431,0.21,DB00006,MESH:D015431
DB00006|MESH:D006417,0.711,DB00006,MESH:D006417
DB00006|MESH:D009336,1.192,DB00006,MESH:D009336
DB00006|MESH:D002375,0.864,DB00006,MESH:D002375
DB00006|MESH:D015228,0.21,DB00006,MESH:D015228
DB00006|MESH:D017379,0.21,DB00006,MESH:D017379
DB00006|MESH:D050171,0.21,DB00006,MESH:D050171
DB00006|MESH:D011704,0.369,DB00006,MESH:D011704
DB00006|MESH:D009402,0.21,DB00006,MESH:D009402
DB00006|MESH:D003638,0.424,DB00006,MESH:D003638
DB00006|MESH:D007683,0.711,DB00006,MESH:D007683
DB00006|MESH:D009395,0.21,DB00006,MESH:D009395
DB00006|MESH:D007638,0.21,DB00006,MESH:D007638
DB00006|MESH:D005076,0.21,DB00006,MESH:D005076
DB00006|MESH:D058186,0.58,DB00006,MESH:D058186
DB00006|MESH:D020141,0.21,DB00006,MESH:D020141
DB00006|MESH:D001927,0.21,DB00006,MESH:D001927
DB00006|MESH:D010378,0.654,DB00006,MESH:D010378
DB00006|MESH:D014869,0.579,DB00006,MESH:D014869
DB00006|MESH:D002779,0.21,DB00006,MESH:D002779
DB00006|MESH:D002769,0.21,DB00006,MESH:D002769
DB00006|MESH:D006501,0.542,DB00006,MESH:D006501
DB00006|MESH:D019694,0.21,DB00006,MESH:D019694
DB00006|MESH:D009765,0.21,DB00006,MESH:D009765
DB00006|MESH:D006937,0.21,DB00006,MESH:D006937
DB00006|MESH:D020343,0.579,DB00006,MESH:D020343
DB00006|MESH:D012170,0.864,DB00006,MESH:D012170
DB00006|MESH:D002294,0.21,DB00006,MESH:D002294
DB00006|MESH:D001930,0.21,DB00006,MESH:D001930
DB00006|MESH:D054218,0.21,DB00006,MESH:D054218
DB00006|MESH:D009101,0.66,DB00006,MESH:D009101
DB00006|MESH:D007239,0.21,DB00006,MESH:D007239
DB00006|MESH:D003920,0.21,DB00006,MESH:D003920
DB00006|MESH:D053206,0.579,DB00006,MESH:D053206
DB00006|MESH:D011297,0.21,DB00006,MESH:D011297
DB00006|MESH:D003354,0.369,DB00006,MESH:D003354
DB00006|MESH:D051437,0.21,DB00006,MESH:D051437
DB00006|MESH:D005128,0.21,DB00006,MESH:D005128
DB00006|MESH:D004832,0.654,DB00006,MESH:D004832
DB00006|MESH:D056486,0.58,DB00006,MESH:D056486
DB00006|MESH:D003866,0.21,DB00006,MESH:D003866
DB00006|MESH:D005234,0.864,DB00006,MESH:D005234
DB00006|MESH:D011041,0.21,DB00006,MESH:D011041
DB00006|MESH:D006319,0.21,DB00006,MESH:D006319
DB00006|MESH:D002494,0.21,DB00006,MESH:D002494
DB00006|MESH:D018487,0.21,DB00006,MESH:D018487
DB00006|MESH:D053158,0.579,DB00006,MESH:D053158
DB00006|MESH:D013281,0.21,DB00006,MESH:D013281
DB00006|MESH:D054198,0.21,DB00006,MESH:D054198
DB00006|MESH:D016553,0.21,DB00006,MESH:D016553
DB00006|MESH:D004715,1.196,DB00006,MESH:D004715
DB00006|MESH:D056784,0.21,DB00006,MESH:D056784
DB00006|MESH:D013375,0.21,DB00006,MESH:D013375
DB00006|MESH:D003221,0.21,DB00006,MESH:D003221
DB00006|MESH:D020230,0.21,DB00006,MESH:D020230
DB00006|MESH:D009202,0.21,DB00006,MESH:D009202
DB00006|MESH:D053099,0.21,DB00006,MESH:D053099
DB00006|MESH:D009397,0.21,DB00006,MESH:D009397
DB00006|MESH:D064420,0.21,DB00006,MESH:D064420
DB00006|MESH:D008664,0.21,DB00006,MESH:D008664
DB00006|MESH:D018879,0.5,DB00006,MESH:D018879
DB00006|MESH:D012735,1.196,DB00006,MESH:D012735
DB00006|MESH:D007154,0.21,DB00006,MESH:D007154
DB00006|MESH:D011565,0.21,DB00006,MESH:D011565
DB00006|MESH:D018771,0.864,DB00006,MESH:D018771
DB00006|MESH:D005767,0.21,DB00006,MESH:D005767
DB00006|MESH:D014890,0.21,DB00006,MESH:D014890
DB00006|MESH:D004697,0.369,DB00006,MESH:D004697
DB00006|MESH:D052016,0.21,DB00006,MESH:D052016
DB00006|MESH:D007010,0.579,DB00006,MESH:D007010
DB00006|MESH:D007673,0.5,DB00006,MESH:D007673
DB00006|MESH:D018500,0.579,DB00006,MESH:D018500
DB00006|MESH:D006331,0.21,DB00006,MESH:D006331
DB00006|MESH:D057049,0.21,DB00006,MESH:D057049
DB00006|MESH:D007319,0.654,DB00006,MESH:D007319
DB00006|MESH:D009410,0.21,DB00006,MESH:D009410
DB00006|MESH:D016908,0.369,DB00006,MESH:D016908
DB00006|MESH:D011183,0.21,DB00006,MESH:D011183
DB00006|MESH:D011655,0.79,DB00006,MESH:D011655
DB00006|MESH:D003967,0.21,DB00006,MESH:D003967
DB00006|MESH:D006947,0.21,DB00006,MESH:D006947
DB00006|MESH:D053159,0.21,DB00006,MESH:D053159
DB00006|MESH:D005885,0.21,DB00006,MESH:D005885
DB00006|MESH:D011629,0.654,DB00006,MESH:D011629
DB00006|MESH:D020275,0.21,DB00006,MESH:D020275
DB00006|MESH:D003556,0.21,DB00006,MESH:D003556
DB00006|MESH:D001943,0.753,DB00006,MESH:D001943
DB00006|MESH:D009325,0.21,DB00006,MESH:D009325
DB00006|MESH:D012594,0.21,DB00006,MESH:D012594
DB00006|MESH:D004409,0.21,DB00006,MESH:D004409
DB00006|MESH:D006408,0.579,DB00006,MESH:D006408
DB00006|MESH:D018908,0.58,DB00006,MESH:D018908
DB00006|MESH:D006932,0.21,DB00006,MESH:D006932
DB00006|MESH:D010243,0.21,DB00006,MESH:D010243
DB00006|MESH:D009203,0.654,DB00006,MESH:D009203
DB00006|MESH:D006970,0.21,DB00006,MESH:D006970
DB00006|MESH:D006212,0.21,DB00006,MESH:D006212
DB00006|MESH:D006402,0.21,DB00006,MESH:D006402
DB00006|MESH:D010900,0.654,DB00006,MESH:D010900
DB00006|MESH:D020434,0.21,DB00006,MESH:D020434
DB00006|MESH:D013203,0.369,DB00006,MESH:D013203
DB00006|MESH:D006966,0.21,DB00006,MESH:D006966
DB00006|MESH:D020246,1.444,DB00006,MESH:D020246
DB00006|MESH:D009214,0.654,DB00006,MESH:D009214
DB00006|MESH:D011141,0.579,DB00006,MESH:D011141
DB00006|MESH:D011657,0.369,DB00006,MESH:D011657
DB00006|MESH:D016470,0.369,DB00006,MESH:D016470
DB00006|MESH:D002543,0.864,DB00006,MESH:D002543
DB00006|MESH:D003919,0.579,DB00006,MESH:D003919
DB00006|MESH:D010146,0.21,DB00006,MESH:D010146
DB00006|MESH:D007889,1.196,DB00006,MESH:D007889
DB00006|MESH:D009361,0.654,DB00006,MESH:D009361
DB00006|MESH:D014605,0.21,DB00006,MESH:D014605
DB00006|MESH:D014985,0.21,DB00006,MESH:D014985
DB00006|MESH:D009157,0.21,DB00006,MESH:D009157
DB00006|MESH:D014594,0.654,DB00006,MESH:D014594
DB00006|MESH:D010019,0.369,DB00006,MESH:D010019
DB00006|MESH:D014456,0.21,DB00006,MESH:D014456
DB00006|MESH:D002544,0.579,DB00006,MESH:D002544
DB00006|MESH:D010291,0.21,DB00006,MESH:D010291
DB00006|MESH:D003072,1.406,DB00006,MESH:D003072
DB00006|MESH:D010051,0.21,DB00006,MESH:D010051
DB00006|MESH:D005886,0.21,DB00006,MESH:D005886
DB00006|MESH:D002780,0.21,DB00006,MESH:D002780
DB00006|MESH:D006983,0.21,DB00006,MESH:D006983
DB00006|MESH:D007410,0.21,DB00006,MESH:D007410
DB00006|MESH:D007680,0.21,DB00006,MESH:D007680
DB00006|MESH:D008569,1.196,DB00006,MESH:D008569
DB00006|MESH:D015275,0.542,DB00006,MESH:D015275
DB00006|MESH:D011529,0.21,DB00006,MESH:D011529
DB00006|MESH:D014839,0.79,DB00006,MESH:D014839
DB00006|MESH:D014717,0.424,DB00006,MESH:D014717
DB00006|MESH:D006261,0.864,DB00006,MESH:D006261
DB00006|MESH:D009102,0.21,DB00006,MESH:D009102
