keys,values,DrugID,DiseaseID
DB00006|MESH:D004751,0.21,DB00006,MESH:D004751
DB00014|MESH:D051436,0.221,DB00014,MESH:D051436
DB00014|MESH:D005891,0.221,DB00014,MESH:D005891
DB00014|MESH:D006311,0.221,DB00014,MESH:D006311
DB00014|MESH:D006977,0.221,DB00014,MESH:D006977
DB00014|MESH:D009140,0.221,DB00014,MESH:D009140
DB00014|MESH:D008107,0.614,DB00014,MESH:D008107
DB00014|MESH:D019214,0.221,DB00014,MESH:D019214
DB00014|MESH:D011023,0.393,DB00014,MESH:D011023
DB00014|MESH:D009503,0.221,DB00014,MESH:D009503
DB00014|MESH:D006628,0.221,DB00014,MESH:D006628
DB00014|MESH:D010148,0.221,DB00014,MESH:D010148
DB00014|MESH:D005483,0.221,DB00014,MESH:D005483
DB00014|MESH:D010292,0.221,DB00014,MESH:D010292
DB00014|MESH:D006457,0.221,DB00014,MESH:D006457
DB00014|MESH:D011697,0.221,DB00014,MESH:D011697
DB00014|MESH:D003865,0.764,DB00014,MESH:D003865
DB00014|MESH:D056987,0.511,DB00014,MESH:D056987
DB00014|MESH:D015866,0.221,DB00014,MESH:D015866
DB00014|MESH:D012769,0.221,DB00014,MESH:D012769
DB00014|MESH:D013927,0.763,DB00014,MESH:D013927
DB00014|MESH:D002561,0.221,DB00014,MESH:D002561
DB00014|MESH:D008796,0.764,DB00014,MESH:D008796
DB00014|MESH:D009220,0.764,DB00014,MESH:D009220
DB00014|MESH:D048909,0.542,DB00014,MESH:D048909
DB00014|MESH:D006526,0.221,DB00014,MESH:D006526
DB00014|MESH:D006073,0.221,DB00014,MESH:D006073
DB00014|MESH:D002114,0.221,DB00014,MESH:D002114
DB00014|MESH:D018149,0.221,DB00014,MESH:D018149
DB00014|MESH:D013262,0.614,DB00014,MESH:D013262
DB00014|MESH:D015427,0.221,DB00014,MESH:D015427
DB00014|MESH:D010899,0.764,DB00014,MESH:D010899
DB00014|MESH:D005334,0.221,DB00014,MESH:D005334
DB00014|MESH:D054038,0.221,DB00014,MESH:D054038
DB00014|MESH:D009135,1.804,DB00014,MESH:D009135
DB00014|MESH:D020767,0.471,DB00014,MESH:D020767
DB00014|MESH:D006949,0.221,DB00014,MESH:D006949
DB00014|MESH:D012516,0.221,DB00014,MESH:D012516
DB00014|MESH:D010523,0.221,DB00014,MESH:D010523
DB00014|MESH:D009468,0.221,DB00014,MESH:D009468
DB00014|MESH:D010392,0.221,DB00014,MESH:D010392
DB00014|MESH:D013610,0.693,DB00014,MESH:D013610
DB00014|OMIM:146850,0.221,DB00014,OMIM:146850
DB00014|MESH:D003328,0.542,DB00014,MESH:D003328
DB00014|MESH:D007022,0.511,DB00014,MESH:D007022
DB00014|MESH:D006965,0.221,DB00014,MESH:D006965
DB00014|MESH:D003128,0.693,DB00014,MESH:D003128
DB00014|MESH:D014202,0.221,DB00014,MESH:D014202
DB00014|MESH:D011230,0.221,DB00014,MESH:D011230
DB00014|MESH:D002471,0.221,DB00014,MESH:D002471
DB00014|MESH:D006463,0.221,DB00014,MESH:D006463
DB00014|MESH:D050500,0.221,DB00014,MESH:D050500
DB00014|MESH:D033461,0.221,DB00014,MESH:D033461
DB00014|MESH:D013086,0.221,DB00014,MESH:D013086
DB00014|MESH:D020790,0.471,DB00014,MESH:D020790
DB00014|MESH:D003693,0.221,DB00014,MESH:D003693
DB00014|MESH:D011507,0.221,DB00014,MESH:D011507
DB00014|MESH:D013226,0.221,DB00014,MESH:D013226
DB00014|MESH:D018366,0.764,DB00014,MESH:D018366
DB00014|MESH:D009404,0.221,DB00014,MESH:D009404
DB00014|MESH:D010195,0.221,DB00014,MESH:D010195
DB00014|MESH:D009437,0.221,DB00014,MESH:D009437
DB00014|MESH:D057772,0.221,DB00014,MESH:D057772
DB00014|MESH:D005158,0.221,DB00014,MESH:D005158
DB00014|MESH:D007674,0.614,DB00014,MESH:D007674
DB00014|MESH:D006474,0.471,DB00014,MESH:D006474
DB00014|MESH:D012008,0.221,DB00014,MESH:D012008
DB00014|MESH:D016920,0.393,DB00014,MESH:D016920
DB00014|MESH:D007172,0.764,DB00014,MESH:D007172
DB00014|MESH:D012772,0.393,DB00014,MESH:D012772
DB00014|MESH:D005923,0.221,DB00014,MESH:D005923
DB00014|MESH:D009069,0.221,DB00014,MESH:D009069
DB00014|MESH:D001928,0.221,DB00014,MESH:D001928
DB00014|MESH:D005355,0.221,DB00014,MESH:D005355
DB00014|MESH:D013923,0.221,DB00014,MESH:D013923
DB00014|MESH:D019575,0.221,DB00014,MESH:D019575
DB00014|MESH:D006086,0.221,DB00014,MESH:D006086
DB00014|MESH:D001919,0.511,DB00014,MESH:D001919
DB00014|MESH:D017114,0.221,DB00014,MESH:D017114
DB00014|MESH:D003093,0.221,DB00014,MESH:D003093
DB00014|MESH:D004195,0.764,DB00014,MESH:D004195
DB00014|MESH:D007968,0.221,DB00014,MESH:D007968
DB00014|MESH:D007511,0.542,DB00014,MESH:D007511
DB00014|MESH:D003550,0.471,DB00014,MESH:D003550
DB00014|MESH:D009422,0.221,DB00014,MESH:D009422
DB00014|MESH:D005221,0.221,DB00014,MESH:D005221
DB00014|MESH:D004775,0.471,DB00014,MESH:D004775
DB00014|MESH:D006973,1.117,DB00014,MESH:D006973
DB00014|MESH:D020258,0.221,DB00014,MESH:D020258
DB00014|MESH:D012206,0.614,DB00014,MESH:D012206
DB00014|MESH:D008595,0.471,DB00014,MESH:D008595
DB00014|MESH:D006504,0.221,DB00014,MESH:D006504
DB00014|MESH:D012640,0.693,DB00014,MESH:D012640
DB00014|MESH:D014652,0.221,DB00014,MESH:D014652
DB00014|MESH:D019586,0.764,DB00014,MESH:D019586
DB00014|MESH:D015431,0.221,DB00014,MESH:D015431
DB00014|MESH:D006417,0.733,DB00014,MESH:D006417
DB00014|MESH:D009336,1.157,DB00014,MESH:D009336
DB00014|MESH:D002375,0.986,DB00014,MESH:D002375
DB00014|MESH:D015228,0.221,DB00014,MESH:D015228
DB00014|MESH:D017379,0.221,DB00014,MESH:D017379
DB00014|MESH:D050171,0.221,DB00014,MESH:D050171
DB00014|MESH:D011704,0.393,DB00014,MESH:D011704
DB00014|MESH:D009402,0.221,DB00014,MESH:D009402
DB00014|MESH:D003638,0.471,DB00014,MESH:D003638
DB00014|MESH:D007683,0.733,DB00014,MESH:D007683
DB00014|MESH:D009395,0.221,DB00014,MESH:D009395
DB00014|MESH:D007638,0.221,DB00014,MESH:D007638
DB00014|MESH:D005076,0.221,DB00014,MESH:D005076
DB00014|MESH:D058186,0.614,DB00014,MESH:D058186
DB00014|MESH:D020141,0.221,DB00014,MESH:D020141
DB00014|MESH:D001927,0.221,DB00014,MESH:D001927
DB00014|MESH:D010378,0.764,DB00014,MESH:D010378
DB00014|MESH:D014869,0.471,DB00014,MESH:D014869
DB00014|MESH:D002779,0.221,DB00014,MESH:D002779
DB00014|MESH:D002769,0.221,DB00014,MESH:D002769
DB00014|MESH:D020212,0.542,DB00014,MESH:D020212
DB00014|MESH:D019694,0.221,DB00014,MESH:D019694
DB00014|MESH:D009765,0.221,DB00014,MESH:D009765
DB00014|MESH:D006937,0.221,DB00014,MESH:D006937
DB00014|MESH:D020343,0.471,DB00014,MESH:D020343
DB00014|MESH:D012170,0.986,DB00014,MESH:D012170
DB00014|MESH:D002294,0.221,DB00014,MESH:D002294
DB00014|MESH:D001930,0.221,DB00014,MESH:D001930
DB00014|MESH:D054218,0.221,DB00014,MESH:D054218
DB00014|MESH:D013921,1.235,DB00014,MESH:D013921
DB00014|MESH:D007239,0.221,DB00014,MESH:D007239
DB00014|MESH:D003920,0.221,DB00014,MESH:D003920
DB00014|MESH:D009101,0.588,DB00014,MESH:D009101
DB00014|MESH:D053206,0.471,DB00014,MESH:D053206
DB00014|MESH:D011297,0.221,DB00014,MESH:D011297
DB00014|MESH:D003354,0.393,DB00014,MESH:D003354
DB00014|MESH:D051437,0.221,DB00014,MESH:D051437
DB00014|MESH:D020521,1.778,DB00014,MESH:D020521
DB00014|MESH:D016769,0.542,DB00014,MESH:D016769
DB00014|MESH:D005128,0.221,DB00014,MESH:D005128
DB00014|MESH:D004832,0.764,DB00014,MESH:D004832
DB00014|MESH:D006470,1.275,DB00014,MESH:D006470
DB00014|MESH:D056486,0.614,DB00014,MESH:D056486
DB00014|MESH:D003866,0.221,DB00014,MESH:D003866
DB00014|MESH:D005234,0.986,DB00014,MESH:D005234
DB00014|MESH:D011041,0.221,DB00014,MESH:D011041
DB00014|MESH:D006319,0.221,DB00014,MESH:D006319
DB00014|MESH:D002494,0.221,DB00014,MESH:D002494
DB00014|MESH:D018487,0.221,DB00014,MESH:D018487
DB00014|MESH:D053158,0.471,DB00014,MESH:D053158
DB00014|MESH:D013281,0.221,DB00014,MESH:D013281
DB00014|MESH:D054198,0.221,DB00014,MESH:D054198
DB00014|MESH:D016553,0.221,DB00014,MESH:D016553
DB00014|MESH:D056784,0.221,DB00014,MESH:D056784
DB00014|MESH:D013375,0.221,DB00014,MESH:D013375
DB00014|MESH:D003221,0.221,DB00014,MESH:D003221
DB00014|MESH:D020230,0.221,DB00014,MESH:D020230
DB00014|MESH:D009202,0.221,DB00014,MESH:D009202
DB00014|MESH:D053099,0.221,DB00014,MESH:D053099
DB00014|MESH:D009397,0.221,DB00014,MESH:D009397
DB00014|MESH:D064420,0.221,DB00014,MESH:D064420
DB00014|MESH:D008664,0.221,DB00014,MESH:D008664
DB00014|MESH:D018879,0.511,DB00014,MESH:D018879
DB00014|MESH:D007154,0.221,DB00014,MESH:D007154
DB00014|MESH:D011565,0.221,DB00014,MESH:D011565
DB00014|MESH:D018771,0.986,DB00014,MESH:D018771
DB00014|MESH:D005767,0.221,DB00014,MESH:D005767
DB00014|MESH:D014890,0.221,DB00014,MESH:D014890
DB00014|MESH:D004697,0.393,DB00014,MESH:D004697
DB00014|MESH:D052016,0.221,DB00014,MESH:D052016
DB00014|MESH:D007010,0.471,DB00014,MESH:D007010
DB00014|MESH:D007673,0.511,DB00014,MESH:D007673
DB00014|MESH:D018500,0.471,DB00014,MESH:D018500
DB00014|MESH:D006331,0.221,DB00014,MESH:D006331
DB00014|MESH:D057049,0.221,DB00014,MESH:D057049
DB00014|MESH:D007319,0.764,DB00014,MESH:D007319
DB00014|MESH:D009410,0.221,DB00014,MESH:D009410
DB00014|MESH:D016908,0.393,DB00014,MESH:D016908
DB00014|MESH:D011183,0.221,DB00014,MESH:D011183
DB00014|MESH:D054058,0.542,DB00014,MESH:D054058
DB00014|MESH:D011655,0.693,DB00014,MESH:D011655
DB00014|MESH:D003967,0.221,DB00014,MESH:D003967
DB00014|MESH:D006947,0.221,DB00014,MESH:D006947
DB00014|MESH:D053159,0.221,DB00014,MESH:D053159
DB00014|MESH:D005885,0.221,DB00014,MESH:D005885
DB00014|MESH:D011629,0.764,DB00014,MESH:D011629
DB00014|MESH:D020275,0.221,DB00014,MESH:D020275
DB00014|MESH:D007249,1.528,DB00014,MESH:D007249
DB00014|MESH:D003556,0.221,DB00014,MESH:D003556
DB00014|MESH:D012594,0.221,DB00014,MESH:D012594
DB00014|MESH:D009325,0.221,DB00014,MESH:D009325
DB00014|MESH:D004409,0.221,DB00014,MESH:D004409
DB00014|MESH:D006408,0.471,DB00014,MESH:D006408
DB00014|MESH:D018908,0.614,DB00014,MESH:D018908
DB00014|MESH:D006932,0.221,DB00014,MESH:D006932
DB00014|MESH:D017202,1.053,DB00014,MESH:D017202
DB00014|MESH:D010243,0.221,DB00014,MESH:D010243
DB00014|MESH:D009203,0.764,DB00014,MESH:D009203
DB00014|MESH:D006970,0.221,DB00014,MESH:D006970
DB00014|MESH:D006212,0.221,DB00014,MESH:D006212
DB00014|MESH:D006402,0.221,DB00014,MESH:D006402
DB00014|MESH:D010900,0.764,DB00014,MESH:D010900
DB00014|MESH:D020434,0.221,DB00014,MESH:D020434
DB00014|MESH:D013203,0.393,DB00014,MESH:D013203
DB00014|MESH:D006966,0.221,DB00014,MESH:D006966
DB00014|MESH:D020246,1.457,DB00014,MESH:D020246
DB00014|MESH:D009214,0.764,DB00014,MESH:D009214
DB00014|MESH:D011141,0.471,DB00014,MESH:D011141
DB00014|MESH:D011657,0.393,DB00014,MESH:D011657
DB00014|MESH:D016470,0.393,DB00014,MESH:D016470
DB00014|MESH:D002543,0.986,DB00014,MESH:D002543
DB00014|MESH:D003919,0.471,DB00014,MESH:D003919
DB00014|MESH:D010146,0.221,DB00014,MESH:D010146
DB00014|MESH:D009361,0.764,DB00014,MESH:D009361
DB00014|MESH:D010019,0.393,DB00014,MESH:D010019
DB00014|MESH:D014605,0.221,DB00014,MESH:D014605
DB00014|MESH:D014985,0.221,DB00014,MESH:D014985
DB00014|MESH:D009157,0.221,DB00014,MESH:D009157
DB00014|MESH:D014594,0.764,DB00014,MESH:D014594
DB00014|MESH:D014456,0.221,DB00014,MESH:D014456
DB00014|MESH:D002544,0.471,DB00014,MESH:D002544
DB00014|MESH:D010291,0.221,DB00014,MESH:D010291
DB00014|MESH:D010051,0.221,DB00014,MESH:D010051
DB00014|MESH:D005886,0.221,DB00014,MESH:D005886
DB00014|MESH:D002780,0.221,DB00014,MESH:D002780
DB00014|MESH:D006983,0.221,DB00014,MESH:D006983
DB00014|MESH:D007410,0.221,DB00014,MESH:D007410
DB00014|MESH:D007680,0.221,DB00014,MESH:D007680
DB00014|MESH:D011529,0.221,DB00014,MESH:D011529
DB00014|MESH:D014839,0.693,DB00014,MESH:D014839
DB00014|MESH:D014717,0.471,DB00014,MESH:D014717
DB00014|MESH:D006261,0.986,DB00014,MESH:D006261
DB00014|MESH:D009102,0.221,DB00014,MESH:D009102
DB00014|MESH:D004751,0.221,DB00014,MESH:D004751
DB00093|MESH:D051436,0.245,DB00093,MESH:D051436
DB00093|MESH:D005891,0.245,DB00093,MESH:D005891
DB00093|MESH:D006311,0.245,DB00093,MESH:D006311
DB00093|MESH:D006977,0.245,DB00093,MESH:D006977
DB00093|MESH:D009140,0.245,DB00093,MESH:D009140
DB00093|MESH:D008107,0.62,DB00093,MESH:D008107
DB00093|MESH:D019214,0.245,DB00093,MESH:D019214
DB00093|MESH:D011023,0.376,DB00093,MESH:D011023
DB00093|MESH:D009503,0.245,DB00093,MESH:D009503
DB00093|MESH:D006628,0.245,DB00093,MESH:D006628
DB00093|MESH:D011471,0.848,DB00093,MESH:D011471
DB00093|MESH:D010148,0.245,DB00093,MESH:D010148
DB00093|MESH:D005483,0.245,DB00093,MESH:D005483
DB00093|MESH:D010292,0.245,DB00093,MESH:D010292
DB00093|MESH:D006457,0.245,DB00093,MESH:D006457
DB00093|MESH:D011697,0.245,DB00093,MESH:D011697
DB00093|MESH:D003865,0.423,DB00093,MESH:D003865
DB00093|MESH:D056987,0.936,DB00093,MESH:D056987
DB00093|MESH:D015866,0.245,DB00093,MESH:D015866
DB00093|MESH:D012769,0.245,DB00093,MESH:D012769
DB00093|MESH:D013927,0.726,DB00093,MESH:D013927
DB00093|MESH:D002561,0.245,DB00093,MESH:D002561
DB00093|MESH:D008796,0.423,DB00093,MESH:D008796
DB00093|MESH:D009220,0.423,DB00093,MESH:D009220
DB00093|MESH:D048909,0.481,DB00093,MESH:D048909
DB00093|MESH:D006526,0.245,DB00093,MESH:D006526
DB00093|MESH:D006073,0.245,DB00093,MESH:D006073
DB00093|MESH:D002114,0.245,DB00093,MESH:D002114
DB00093|MESH:D018149,0.245,DB00093,MESH:D018149
DB00093|MESH:D013262,0.62,DB00093,MESH:D013262
DB00093|MESH:D015427,0.245,DB00093,MESH:D015427
DB00093|MESH:D006505,0.425,DB00093,MESH:D006505
DB00093|MESH:D010899,0.423,DB00093,MESH:D010899
DB00093|MESH:D005334,0.245,DB00093,MESH:D005334
DB00093|MESH:D054038,0.245,DB00093,MESH:D054038
DB00093|MESH:D020767,0.839,DB00093,MESH:D020767
DB00093|MESH:D006949,0.245,DB00093,MESH:D006949
DB00093|MESH:D012516,0.245,DB00093,MESH:D012516
DB00093|MESH:D010523,0.245,DB00093,MESH:D010523
DB00093|MESH:D009468,0.245,DB00093,MESH:D009468
DB00093|MESH:D010392,0.245,DB00093,MESH:D010392
DB00093|MESH:D013610,1.084,DB00093,MESH:D013610
DB00093|OMIM:146850,0.245,DB00093,OMIM:146850
DB00093|MESH:D003328,0.481,DB00093,MESH:D003328
DB00093|MESH:D007022,0.936,DB00093,MESH:D007022
DB00093|MESH:D006965,0.245,DB00093,MESH:D006965
DB00093|MESH:D003128,1.084,DB00093,MESH:D003128
DB00093|MESH:D014202,0.245,DB00093,MESH:D014202
DB00093|MESH:D011230,0.245,DB00093,MESH:D011230
DB00093|MESH:D002471,0.245,DB00093,MESH:D002471
DB00093|MESH:D006463,0.245,DB00093,MESH:D006463
DB00093|MESH:D050500,0.245,DB00093,MESH:D050500
DB00093|MESH:D033461,0.245,DB00093,MESH:D033461
DB00093|MESH:D013086,0.245,DB00093,MESH:D013086
DB00093|MESH:D020790,0.839,DB00093,MESH:D020790
DB00093|MESH:D003693,0.245,DB00093,MESH:D003693
DB00093|MESH:D011507,0.245,DB00093,MESH:D011507
DB00093|MESH:D013226,0.245,DB00093,MESH:D013226
DB00093|MESH:D018366,0.423,DB00093,MESH:D018366
DB00093|MESH:D009404,0.245,DB00093,MESH:D009404
DB00093|MESH:D010195,0.245,DB00093,MESH:D010195
DB00093|MESH:D009437,0.245,DB00093,MESH:D009437
DB00093|MESH:D057772,0.245,DB00093,MESH:D057772
DB00093|MESH:D005158,0.245,DB00093,MESH:D005158
DB00093|MESH:D007674,0.62,DB00093,MESH:D007674
DB00093|MESH:D006474,0.839,DB00093,MESH:D006474
DB00093|MESH:D012008,0.245,DB00093,MESH:D012008
DB00093|MESH:D016920,0.376,DB00093,MESH:D016920
DB00093|MESH:D007172,0.423,DB00093,MESH:D007172
DB00093|MESH:D012772,0.376,DB00093,MESH:D012772
DB00093|MESH:D005923,0.245,DB00093,MESH:D005923
DB00093|MESH:D009069,0.245,DB00093,MESH:D009069
DB00093|MESH:D001928,0.245,DB00093,MESH:D001928
DB00093|MESH:D005355,0.245,DB00093,MESH:D005355
DB00093|MESH:D013923,0.245,DB00093,MESH:D013923
DB00093|MESH:D019575,0.245,DB00093,MESH:D019575
DB00093|MESH:D006086,0.245,DB00093,MESH:D006086
DB00093|MESH:D001919,0.936,DB00093,MESH:D001919
DB00093|MESH:D017114,0.245,DB00093,MESH:D017114
DB00093|MESH:D003093,0.245,DB00093,MESH:D003093
DB00093|MESH:D004195,0.423,DB00093,MESH:D004195
DB00093|MESH:D007968,0.245,DB00093,MESH:D007968
DB00093|MESH:D007511,0.481,DB00093,MESH:D007511
DB00093|MESH:D003550,0.839,DB00093,MESH:D003550
DB00093|MESH:D009422,0.245,DB00093,MESH:D009422
DB00093|MESH:D005221,0.245,DB00093,MESH:D005221
DB00093|MESH:D004775,0.839,DB00093,MESH:D004775
DB00093|MESH:D020258,0.245,DB00093,MESH:D020258
DB00093|MESH:D012206,0.62,DB00093,MESH:D012206
DB00093|MESH:D008595,0.839,DB00093,MESH:D008595
DB00093|MESH:D006504,0.245,DB00093,MESH:D006504
DB00093|MESH:D012640,1.084,DB00093,MESH:D012640
DB00093|MESH:D014652,0.245,DB00093,MESH:D014652
DB00093|MESH:D019586,0.423,DB00093,MESH:D019586
DB00093|MESH:D019584,0.848,DB00093,MESH:D019584
DB00093|MESH:D015431,0.245,DB00093,MESH:D015431
DB00093|MESH:D006417,1.181,DB00093,MESH:D006417
DB00093|MESH:D002375,0.668,DB00093,MESH:D002375
DB00093|MESH:D015228,0.245,DB00093,MESH:D015228
DB00093|MESH:D017379,0.245,DB00093,MESH:D017379
DB00093|MESH:D050171,0.245,DB00093,MESH:D050171
DB00093|MESH:D011704,0.376,DB00093,MESH:D011704
DB00093|MESH:D009402,0.245,DB00093,MESH:D009402
DB00093|MESH:D003638,0.294,DB00093,MESH:D003638
DB00093|MESH:D007683,1.181,DB00093,MESH:D007683
DB00093|MESH:D009395,0.245,DB00093,MESH:D009395
DB00093|MESH:D007638,0.245,DB00093,MESH:D007638
DB00093|MESH:D005076,0.245,DB00093,MESH:D005076
DB00093|MESH:D058186,0.62,DB00093,MESH:D058186
DB00093|MESH:D020141,0.245,DB00093,MESH:D020141
DB00093|MESH:D001927,0.245,DB00093,MESH:D001927
DB00093|MESH:D010378,0.423,DB00093,MESH:D010378
DB00093|MESH:D014869,0.839,DB00093,MESH:D014869
DB00093|MESH:D002779,0.245,DB00093,MESH:D002779
DB00093|MESH:D002769,0.245,DB00093,MESH:D002769
DB00093|MESH:D006501,0.425,DB00093,MESH:D006501
DB00093|MESH:D020212,0.481,DB00093,MESH:D020212
DB00093|MESH:D019694,0.245,DB00093,MESH:D019694
DB00093|MESH:D009765,0.245,DB00093,MESH:D009765
DB00093|MESH:D006937,0.245,DB00093,MESH:D006937
DB00093|MESH:D020343,0.839,DB00093,MESH:D020343
DB00093|MESH:D012170,0.668,DB00093,MESH:D012170
DB00093|MESH:D002294,0.245,DB00093,MESH:D002294
DB00093|MESH:D001930,0.245,DB00093,MESH:D001930
DB00093|MESH:D054218,0.245,DB00093,MESH:D054218
DB00093|MESH:D013921,1.565,DB00093,MESH:D013921
DB00093|MESH:D007239,0.245,DB00093,MESH:D007239
DB00093|MESH:D003920,0.245,DB00093,MESH:D003920
DB00093|MESH:D009101,0.438,DB00093,MESH:D009101
DB00093|MESH:D053206,0.839,DB00093,MESH:D053206
DB00093|MESH:D011297,0.245,DB00093,MESH:D011297
DB00093|MESH:D003354,0.376,DB00093,MESH:D003354
DB00093|MESH:D051437,0.245,DB00093,MESH:D051437
DB00093|MESH:D020521,1.743,DB00093,MESH:D020521
DB00093|MESH:D016769,0.481,DB00093,MESH:D016769
DB00093|MESH:D005128,0.245,DB00093,MESH:D005128
DB00093|MESH:D004832,0.423,DB00093,MESH:D004832
DB00093|MESH:D006470,1.662,DB00093,MESH:D006470
DB00093|MESH:D056486,0.62,DB00093,MESH:D056486
DB00093|MESH:D003866,0.245,DB00093,MESH:D003866
DB00093|MESH:D005234,0.668,DB00093,MESH:D005234
DB00093|MESH:D011041,0.245,DB00093,MESH:D011041
DB00093|MESH:D006319,0.245,DB00093,MESH:D006319
DB00093|MESH:D002494,0.245,DB00093,MESH:D002494
DB00093|MESH:D018487,0.245,DB00093,MESH:D018487
DB00093|MESH:D053158,0.839,DB00093,MESH:D053158
DB00093|MESH:D013281,0.245,DB00093,MESH:D013281
DB00093|MESH:D054198,0.245,DB00093,MESH:D054198
DB00093|MESH:D016553,0.245,DB00093,MESH:D016553
DB00093|MESH:D004715,0.848,DB00093,MESH:D004715
DB00093|MESH:D056784,0.245,DB00093,MESH:D056784
DB00093|MESH:D013375,0.245,DB00093,MESH:D013375
DB00093|MESH:D003221,0.245,DB00093,MESH:D003221
DB00093|MESH:D020230,0.245,DB00093,MESH:D020230
DB00093|MESH:D009202,0.245,DB00093,MESH:D009202
DB00093|MESH:D053099,0.245,DB00093,MESH:D053099
DB00093|MESH:D009397,0.245,DB00093,MESH:D009397
DB00093|MESH:D064420,0.245,DB00093,MESH:D064420
DB00093|MESH:D008664,0.245,DB00093,MESH:D008664
DB00093|MESH:D018879,0.936,DB00093,MESH:D018879
DB00093|MESH:D012735,0.848,DB00093,MESH:D012735
DB00093|MESH:D007154,0.245,DB00093,MESH:D007154
DB00093|MESH:D011565,0.245,DB00093,MESH:D011565
DB00093|MESH:D018771,0.668,DB00093,MESH:D018771
DB00093|MESH:D005767,0.245,DB00093,MESH:D005767
DB00093|MESH:D014890,0.245,DB00093,MESH:D014890
DB00093|MESH:D004697,0.376,DB00093,MESH:D004697
DB00093|MESH:D052016,0.245,DB00093,MESH:D052016
DB00093|MESH:D007010,0.839,DB00093,MESH:D007010
DB00093|MESH:D007673,0.936,DB00093,MESH:D007673
DB00093|MESH:D018500,0.839,DB00093,MESH:D018500
DB00093|MESH:D006331,0.245,DB00093,MESH:D006331
DB00093|MESH:D057049,0.245,DB00093,MESH:D057049
DB00093|MESH:D007319,0.423,DB00093,MESH:D007319
DB00093|MESH:D009410,0.245,DB00093,MESH:D009410
DB00093|MESH:D016908,0.376,DB00093,MESH:D016908
DB00093|MESH:D011183,0.245,DB00093,MESH:D011183
DB00093|MESH:D054058,0.481,DB00093,MESH:D054058
DB00093|MESH:D011655,1.084,DB00093,MESH:D011655
DB00093|MESH:D003967,0.245,DB00093,MESH:D003967
DB00093|MESH:D006947,0.245,DB00093,MESH:D006947
DB00093|MESH:D053159,0.245,DB00093,MESH:D053159
DB00093|MESH:D005885,0.245,DB00093,MESH:D005885
DB00093|MESH:D011629,0.423,DB00093,MESH:D011629
DB00093|MESH:D020275,0.245,DB00093,MESH:D020275
DB00093|MESH:D007249,1.149,DB00093,MESH:D007249
DB00093|MESH:D003556,0.245,DB00093,MESH:D003556
DB00093|MESH:D001943,0.669,DB00093,MESH:D001943
DB00093|MESH:D009325,0.245,DB00093,MESH:D009325
DB00093|MESH:D012594,0.245,DB00093,MESH:D012594
DB00093|MESH:D004409,0.245,DB00093,MESH:D004409
DB00093|MESH:D006408,0.839,DB00093,MESH:D006408
DB00093|MESH:D018908,0.62,DB00093,MESH:D018908
DB00093|MESH:D006932,0.245,DB00093,MESH:D006932
DB00093|MESH:D017202,1.417,DB00093,MESH:D017202
DB00093|MESH:D010243,0.245,DB00093,MESH:D010243
DB00093|MESH:D009203,0.423,DB00093,MESH:D009203
DB00093|MESH:D006970,0.245,DB00093,MESH:D006970
DB00093|MESH:D006212,0.245,DB00093,MESH:D006212
DB00093|MESH:D006402,0.245,DB00093,MESH:D006402
DB00093|MESH:D010900,0.423,DB00093,MESH:D010900
DB00093|MESH:D020434,0.245,DB00093,MESH:D020434
DB00093|MESH:D013203,0.376,DB00093,MESH:D013203
DB00093|MESH:D006966,0.245,DB00093,MESH:D006966
DB00093|MESH:D020246,1.507,DB00093,MESH:D020246
DB00093|MESH:D009214,0.423,DB00093,MESH:D009214
DB00093|MESH:D011141,0.839,DB00093,MESH:D011141
DB00093|MESH:D011657,0.376,DB00093,MESH:D011657
DB00093|MESH:D016470,0.376,DB00093,MESH:D016470
DB00093|MESH:D002543,0.668,DB00093,MESH:D002543
DB00093|MESH:D003919,0.839,DB00093,MESH:D003919
DB00093|MESH:D010146,0.245,DB00093,MESH:D010146
DB00093|MESH:D007889,0.848,DB00093,MESH:D007889
DB00093|MESH:D009361,0.423,DB00093,MESH:D009361
DB00093|MESH:D014605,0.245,DB00093,MESH:D014605
DB00093|MESH:D014985,0.245,DB00093,MESH:D014985
DB00093|MESH:D009157,0.245,DB00093,MESH:D009157
DB00093|MESH:D014594,0.423,DB00093,MESH:D014594
DB00093|MESH:D010019,0.376,DB00093,MESH:D010019
DB00093|MESH:D014456,0.245,DB00093,MESH:D014456
DB00093|MESH:D002544,0.839,DB00093,MESH:D002544
DB00093|MESH:D010291,0.245,DB00093,MESH:D010291
DB00093|MESH:D003072,1.093,DB00093,MESH:D003072
DB00093|MESH:D010051,0.245,DB00093,MESH:D010051
DB00093|MESH:D005886,0.245,DB00093,MESH:D005886
DB00093|MESH:D002780,0.245,DB00093,MESH:D002780
DB00093|MESH:D006983,0.245,DB00093,MESH:D006983
DB00093|MESH:D007410,0.245,DB00093,MESH:D007410
DB00093|MESH:D007680,0.245,DB00093,MESH:D007680
DB00093|MESH:D008569,0.848,DB00093,MESH:D008569
DB00093|MESH:D015275,0.425,DB00093,MESH:D015275
DB00093|MESH:D011529,0.245,DB00093,MESH:D011529
DB00093|MESH:D014839,1.084,DB00093,MESH:D014839
DB00093|MESH:D014717,0.294,DB00093,MESH:D014717
DB00093|MESH:D006261,0.668,DB00093,MESH:D006261
DB00093|MESH:D009102,0.245,DB00093,MESH:D009102
