DrugID,DiseaseID,Drugs
DB00067,MESH:D016908,DB00080
DB00067,MESH:D016920,DB00080
DB00067,MESH:D018908,DB00080
DB00067,MESH:D056486,DB00080
DB00067,MESH:D058186,DB00080
DB00006,MESH:D003638,DB00027
DB00006,MESH:D014717,DB00027
DB00007,MESH:D003638,DB00027
DB00007,MESH:D014717,DB00027
DB00014,MESH:D003638,DB00027
DB00014,MESH:D014717,DB00027
DB00035,MESH:D003638,DB00027
DB00035,MESH:D014717,DB00027
DB00050,MESH:D003638,DB00027
DB00050,MESH:D014717,DB00027
DB00080,MESH:D003638,DB00027
DB00080,MESH:D014717,DB00027
DB00091,MESH:D003638,DB00027
DB00091,MESH:D014717,DB00027
DB00093,MESH:D003638,DB00027
DB00093,MESH:D014717,DB00027
DB00067,MESH:D003638,DB00027
DB00067,MESH:D014717,DB00027
DB00006,MESH:D006973,DB00093
DB00006,MESH:D009135,DB00093
DB00006,MESH:D009336,DB00093
DB00007,MESH:D006973,DB00093
DB00007,MESH:D009336,DB00093
DB00014,MESH:D006973,DB00093
DB00014,MESH:D009135,DB00093
DB00014,MESH:D009336,DB00093
DB00027,MESH:D006973,DB00093
DB00027,MESH:D009135,DB00093
DB00027,MESH:D009336,DB00093
DB00035,MESH:D009135,DB00093
DB00035,MESH:D009336,DB00093
DB00050,MESH:D006973,DB00093
DB00050,MESH:D009135,DB00093
DB00050,MESH:D009336,DB00093
DB00080,MESH:D006973,DB00093
DB00080,MESH:D009336,DB00093
DB00067,MESH:D006973,DB00093
DB00067,MESH:D009135,DB00093
DB00006,MESH:D009101,DB00050
DB00007,MESH:D009101,DB00050
DB00014,MESH:D009101,DB00050
DB00027,MESH:D009101,DB00050
DB00035,MESH:D009101,DB00050
DB00080,MESH:D009101,DB00050
DB00091,MESH:D009101,DB00050
DB00093,MESH:D009101,DB00050
DB00067,MESH:D009101,DB00050
DB00007,MESH:D003328,DB00006
DB00007,MESH:D006470,DB00006
DB00007,MESH:D007511,DB00006
DB00007,MESH:D013921,DB00006
DB00007,MESH:D013927,DB00006
DB00007,MESH:D016769,DB00006
DB00007,MESH:D017202,DB00006
DB00007,MESH:D020212,DB00006
DB00007,MESH:D048909,DB00006
DB00007,MESH:D054058,DB00006
DB00014,MESH:D003328,DB00006
DB00014,MESH:D006470,DB00006
DB00014,MESH:D007511,DB00006
DB00014,MESH:D013921,DB00006
DB00014,MESH:D013927,DB00006
DB00014,MESH:D016769,DB00006
DB00014,MESH:D017202,DB00006
DB00014,MESH:D020212,DB00006
DB00014,MESH:D048909,DB00006
DB00014,MESH:D054058,DB00006
DB00014,MESH:D007249,DB00006
DB00014,MESH:D020521,DB00006
DB00027,MESH:D003328,DB00006
DB00027,MESH:D006470,DB00006
DB00027,MESH:D007511,DB00006
DB00027,MESH:D013921,DB00006
DB00027,MESH:D013927,DB00006
DB00027,MESH:D016769,DB00006
DB00027,MESH:D017202,DB00006
DB00027,MESH:D020212,DB00006
DB00027,MESH:D048909,DB00006
DB00027,MESH:D054058,DB00006
DB00027,MESH:D007249,DB00006
DB00027,MESH:D020521,DB00006
DB00035,MESH:D003328,DB00006
DB00035,MESH:D006470,DB00006
DB00035,MESH:D007511,DB00006
DB00035,MESH:D013927,DB00006
DB00035,MESH:D016769,DB00006
DB00035,MESH:D017202,DB00006
DB00035,MESH:D020212,DB00006
DB00035,MESH:D048909,DB00006
DB00035,MESH:D054058,DB00006
DB00035,MESH:D007249,DB00006
DB00050,MESH:D003328,DB00006
DB00050,MESH:D006470,DB00006
DB00050,MESH:D007511,DB00006
DB00050,MESH:D013921,DB00006
DB00050,MESH:D013927,DB00006
DB00050,MESH:D016769,DB00006
DB00050,MESH:D017202,DB00006
DB00050,MESH:D020212,DB00006
DB00050,MESH:D048909,DB00006
DB00050,MESH:D054058,DB00006
DB00050,MESH:D007249,DB00006
DB00050,MESH:D020521,DB00006
DB00080,MESH:D003328,DB00006
DB00080,MESH:D006470,DB00006
DB00080,MESH:D007511,DB00006
DB00080,MESH:D013921,DB00006
DB00080,MESH:D013927,DB00006
DB00080,MESH:D016769,DB00006
DB00080,MESH:D017202,DB00006
DB00080,MESH:D020212,DB00006
DB00080,MESH:D048909,DB00006
DB00080,MESH:D054058,DB00006
DB00080,MESH:D007249,DB00006
DB00080,MESH:D020521,DB00006
DB00091,MESH:D003328,DB00006
DB00091,MESH:D007511,DB00006
DB00091,MESH:D016769,DB00006
DB00091,MESH:D017202,DB00006
DB00091,MESH:D020212,DB00006
DB00091,MESH:D048909,DB00006
DB00091,MESH:D054058,DB00006
DB00091,MESH:D020521,DB00006
DB00093,MESH:D003328,DB00006
DB00093,MESH:D006470,DB00006
DB00093,MESH:D007511,DB00006
DB00093,MESH:D013921,DB00006
DB00093,MESH:D013927,DB00006
DB00093,MESH:D016769,DB00006
DB00093,MESH:D017202,DB00006
DB00093,MESH:D020212,DB00006
DB00093,MESH:D048909,DB00006
DB00093,MESH:D054058,DB00006
DB00093,MESH:D007249,DB00006
DB00093,MESH:D020521,DB00006
DB00067,MESH:D003328,DB00006
DB00067,MESH:D007511,DB00006
DB00067,MESH:D013921,DB00006
DB00067,MESH:D013927,DB00006
DB00067,MESH:D016769,DB00006
DB00067,MESH:D020212,DB00006
DB00067,MESH:D048909,DB00006
DB00067,MESH:D054058,DB00006
DB00067,MESH:D007249,DB00006
DB00067,MESH:D020521,DB00006
