DiseaseID,number
MESH:D020417,2626
MESH:D020421,2627
MESH:D020422,2628
MESH:D020423,2629
MESH:D020424,2630
MESH:D020425,2631
MESH:D020426,2632
MESH:D020427,2633
MESH:D020428,2634
MESH:D020429,2635
MESH:D020431,2636
MESH:D020432,2637
MESH:D020433,2638
MESH:D020434,2639
MESH:D020435,2640
MESH:D020437,2641
MESH:D020447,2642
MESH:D020511,2643
MESH:D020514,2644
MESH:D020516,2645
MESH:D020518,2646
MESH:D020520,2647
MESH:D020521,2648
MESH:D020522,2649
MESH:D020526,2650
MESH:D020528,2651
MESH:D020529,2652
MESH:D020567,2653
MESH:D020720,2654
MESH:D020734,2655
MESH:D020739,2656
MESH:D020751,2657
MESH:D020754,2658
MESH:D020757,2659
MESH:D020758,2660
MESH:D020759,2661
MESH:D020760,2662
MESH:D020762,2663
MESH:D020763,2664
MESH:D020765,2665
MESH:D020766,2666
MESH:D020767,2667
MESH:D020773,2668
MESH:D020774,2669
MESH:D020790,2670
MESH:D020795,2671
MESH:D020802,2672
MESH:D020803,2673
MESH:D020806,2674
MESH:D020817,2675
MESH:D020820,2676
MESH:D020821,2677
MESH:D020828,2678
MESH:D020833,2679
MESH:D020852,2680
MESH:D020863,2681
MESH:D020879,2682
MESH:D020886,2683
MESH:D020896,2684
MESH:D020915,2685
MESH:D020918,2686
MESH:D020919,2687
MESH:D020920,2688
MESH:D020922,2689
MESH:D020924,2690
MESH:D020925,2691
MESH:D020936,2692
MESH:D020945,2693
MESH:D020953,2694
MESH:D020955,2695
MESH:D020961,2696
MESH:D020964,2697
MESH:D020967,2698
MESH:D020968,2699
MESH:D021081,2700
MESH:D021182,2701
MESH:D021441,2702
MESH:D021501,2703
MESH:D021782,2704
MESH:D022124,2705
MESH:D023341,2706
MESH:D023903,2707
MESH:D023921,2708
MESH:D023981,2709
MESH:D024801,2710
MESH:D024821,2711
MESH:D025242,2712
MESH:D026681,2713
MESH:D027601,2714
MESH:D028227,2715
MESH:D028361,2716
MESH:D029241,2717
MESH:D029242,2718
MESH:D029424,2719
MESH:D029481,2720
MESH:D029502,2721
MESH:D029503,2722
MESH:D029597,2723
MESH:D030342,2724
MESH:D030361,2725
MESH:D030401,2726
MESH:D031300,2727
MESH:D033461,2728
MESH:D034141,2729
MESH:D034161,2730
MESH:D034321,2731
MESH:D034381,2732
MESH:D034701,2733
MESH:D034721,2734
MESH:D036981,2735
MESH:D038062,2736
MESH:D038261,2737
MESH:D039682,2738
MESH:D041761,2739
MESH:D041781,2740
MESH:D041881,2741
MESH:D042822,2742
MESH:D042882,2743
MESH:D042883,2744
MESH:D043171,2745
MESH:D043183,2746
MESH:D044148,2747
MESH:D044342,2748
MESH:D044483,2749
MESH:D044504,2750
MESH:D044584,2751
MESH:D044882,2752
MESH:D044903,2753
MESH:D045169,2754
MESH:D045262,2755
MESH:D045602,2756
MESH:D045743,2757
MESH:D045745,2758
MESH:D045822,2759
MESH:D045823,2760
MESH:D045826,2761
MESH:D045828,2762
MESH:D046088,2763
MESH:D046089,2764
MESH:D046110,2765
MESH:D046152,2766
MESH:D046349,2767
MESH:D046350,2768
MESH:D046351,2769
MESH:D046449,2770
MESH:D046628,2771
MESH:D046648,2772
MESH:D046649,2773
MESH:D046748,2774
MESH:D046768,2775
MESH:D047508,2776
MESH:D047748,2777
MESH:D047928,2778
MESH:D048550,2779
MESH:D048629,2780
MESH:D048909,2781
MESH:D048949,2782
MESH:D048968,2783
MESH:D049188,2784
MESH:D049310,2785
MESH:D049912,2786
MESH:D049950,2787
MESH:D049970,2788
MESH:D050031,2789
MESH:D050171,2790
MESH:D050177,2791
MESH:D050197,2792
MESH:D050500,2793
MESH:D050723,2794
MESH:D050798,2795
MESH:D051261,2796
MESH:D051270,2797
MESH:D051271,2798
MESH:D051299,2799
MESH:D051302,2800
MESH:D051346,2801
MESH:D051359,2802
MESH:D051436,2803
MESH:D051437,2804
MESH:D051474,2805
MESH:D051516,2806
MESH:D051799,2807
MESH:D052016,2808
MESH:D052018,2809
MESH:D052177,2810
MESH:D052256,2811
MESH:D052439,2812
MESH:D052456,2813
MESH:D052496,2814
MESH:D052556,2815
MESH:D052776,2816
MESH:D052801,2817
MESH:D052858,2818
MESH:D052878,2819
MESH:D052879,2820
MESH:D052880,2821
MESH:D053040,2822
MESH:D053098,2823
MESH:D053099,2824
MESH:D053120,2825
MESH:D053158,2826
MESH:D053159,2827
MESH:D053201,2828
MESH:D053202,2829
MESH:D053206,2830
MESH:D053207,2831
MESH:D053448,2832
MESH:D053565,2833
MESH:D053578,2834
MESH:D053584,2835
MESH:D053591,2836
MESH:D053608,2837
MESH:D053609,2838
MESH:D053627,2839
MESH:D053713,2840
MESH:D053714,2841
MESH:D053718,2842
MESH:D053840,2843
MESH:D053842,2844
MESH:D054038,2845
MESH:D054039,2846
MESH:D054058,2847
MESH:D054059,2848
MESH:D054060,2849
MESH:D054061,2850
MESH:D054066,2851
MESH:D054068,2852
MESH:D054078,2853
MESH:D054079,2854
MESH:D054084,2855
MESH:D054138,2856
MESH:D054139,2857
MESH:D054141,2858
MESH:D054143,2859
MESH:D054144,2860
MESH:D054179,2861
MESH:D054198,2862
MESH:D054218,2863
MESH:D054220,2864
MESH:D054221,2865
MESH:D054318,2866
MESH:D054319,2867
MESH:D054331,2868
MESH:D054391,2869
MESH:D054429,2870
MESH:D054438,2871
MESH:D054517,2872
MESH:D054537,2873
MESH:D054549,2874
MESH:D054556,2875
MESH:D054559,2876
MESH:D054685,2877
MESH:D054747,2878
MESH:D054882,2879
MESH:D054908,2880
MESH:D054971,2881
MESH:D054972,2882
MESH:D054989,2883
MESH:D054990,2884
MESH:D055009,2885
MESH:D055013,2886
MESH:D055031,2887
MESH:D055092,2888
MESH:D055111,2889
MESH:D055112,2890
MESH:D055154,2891
MESH:D055191,2892
MESH:D055370,2893
MESH:D055371,2894
MESH:D055496,2895
MESH:D055613,2896
MESH:D055623,2897
MESH:D055665,2898
MESH:D055728,2899
MESH:D055732,2900
MESH:D055744,2901
MESH:D055752,2902
MESH:D055756,2903
MESH:D055948,2904
MESH:D055953,2905
MESH:D055959,2906
MESH:D055963,2907
MESH:D055964,2908
MESH:D055985,2909
MESH:D056006,2910
MESH:D056150,2911
MESH:D056151,2912
MESH:D056486,2913
MESH:D056487,2914
MESH:D056586,2915
MESH:D056627,2916
MESH:D056647,2917
MESH:D056648,2918
MESH:D056650,2919
MESH:D056653,2920
MESH:D056693,2921
MESH:D056735,2922
MESH:D056769,2923
MESH:D056784,2924
MESH:D056806,2925
MESH:D056828,2926
MESH:D056829,2927
MESH:D056844,2928
MESH:D056889,2929
MESH:D056912,2930
MESH:D056929,2931
MESH:D056987,2932
MESH:D056988,2933
MESH:D057045,2934
MESH:D057049,2935
MESH:D057066,2936
MESH:D057096,2937
MESH:D057112,2938
MESH:D057180,2939
MESH:D057215,2940
MESH:D057767,2941
MESH:D057772,2942
MESH:D057774,2943
MESH:D057896,2944
MESH:D057973,2945
MESH:D058065,2946
MESH:D058186,2947
MESH:D058225,2948
MESH:D058226,2949
MESH:D058267,2950
MESH:D058365,2951
MESH:D058387,2952
MESH:D058405,2953
MESH:D058426,2954
MESH:D058437,2955
MESH:D058447,2956
MESH:D058496,2957
MESH:D058540,2958
MESH:D058565,2959
MESH:D058566,2960
MESH:D058625,2961
MESH:D058729,2962
MESH:D058734,2963
MESH:D058739,2964
MESH:D058866,2965
MESH:D058922,2966
MESH:D058926,2967
MESH:D059226,2968
MESH:D059246,2969
MESH:D059249,2970
MESH:D059265,2971
MESH:D059348,2972
MESH:D059350,2973
MESH:D059352,2974
MESH:D059366,2975
MESH:D059373,2976
MESH:D059445,2977
MESH:D059606,2978
MESH:D059787,2979
MESH:D060050,2980
MESH:D060446,2981
MESH:D060585,2982
MESH:D060605,2983
MESH:D060825,2984
MESH:D060831,2985
MESH:D061205,2986
MESH:D061206,2987
MESH:D062025,2988
MESH:D062787,2989
MESH:D063646,2990
MESH:D063647,2991
MESH:D063766,2992
MESH:D063806,2993
MESH:D064129,2994
MESH:D064147,2995
MESH:D064419,2996
MESH:D064420,2997
MESH:D064726,2998
MESH:D064793,2999
MESH:D064806,3000
MESH:D065306,3001
MESH:D065606,3002
MESH:D065626,3003
MESH:D065630,3004
MESH:D065631,3005
MESH:D065646,3006
MESH:D065666,3007
MESH:D065766,3008
MESH:D065817,3009
MESH:D065886,3010
MESH:D066088,3011
MESH:D066126,3012
MESH:D066253,3013
OMIM:102530,3014
OMIM:146850,3015
OMIM:188890,3016
OMIM:248310,3017
OMIM:610141,3018
OMIM:613290,3019
